Label	Date and Time	Document	Source	Scale	Scale Units	Scale Factor	Count	Area	Perimeter	Circularity	Height	Width	Gray Value (Minimum)	Gray Value (Maximum)	Gray Value (Mean)	Gray Value (Median)	Integrated Density	Histogram
Measurement 23 - Feature 99	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.140496	1.93761	0.470263	0.409091	0.590909	74	130	108.411765	108	7372	Histogram-100.csv
Measurement 23 - Feature 100	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.121901	1.733733	0.509626	0.590909	0.363636	68	129	106.305085	108	6272	Histogram-101.csv
Measurement 23 - Feature 101	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.117769	1.782418	0.465822	0.5	0.590909	69	124	106.350877	108	6062	Histogram-102.csv
Measurement 23 - Feature 102	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.167355	1.565229	0.858408	0.454545	0.454545	70	126	106.037037	107	8589	Histogram-103.csv
Measurement 23 - Feature 103	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.179752	2.558376	0.345108	0.909091	0.590909	92	127	110.011494	109	9571	Histogram-104.csv
Measurement 23 - Feature 104	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.047521	1.033087	0.559523	0.272727	0.363636	104	128	110.869565	108	2550	Histogram-105.csv
Measurement 23 - Feature 105	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.090909	1.381126	0.598895	0.454545	0.409091	107	134	114.022727	110	5017	Histogram-106.csv
Measurement 23 - Feature 106	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.053719	0.995432	0.681263	0.272727	0.318182	107	128	112.230769	109	2918	Histogram-107.csv
Measurement 23 - Feature 107	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.10124	1.613913	0.488427	0.636364	0.363636	107	132	112	109	5488	Histogram-108.csv
Measurement 23 - Feature 108	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.121901	2.121712	0.340286	0.909091	0.318182	87	131	106.898305	107	6307	Histogram-109.csv
